date_scraped,listing_type,expose_url,title,street,zipcode,cold_rent,warm_rent,rooms,square_meter,house_type,floor,year_built,object_condition,heating_type,pets_allowed,has_parking
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116269031,Sonnige 1 Zimmer Wohnung mit Balkon,"Senefelderstraße 20,","10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",546,616,1,39,Etagenwohnung,1 von 4,1900,Vollständig renoviert,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115455112,Attraktive 3-Zimmer-Wohnung in Berliner Spreelage!,"Wilhelm-Caspar-Wegely-Platz 4,","10587 Berlin, Tiergarten (Tiergarten)",1890,2320,3,"101,38",Etagenwohnung,4 von 5,2019,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115455244,Luxus auf 123qm!,"Schwartzkopffstraße 7G,","10115 Berlin, Mitte (Mitte)","2410,29","2725,49",4,"123,08",Etagenwohnung,,2017,Neuwertig,,,1 Garage
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115458771,++Traumwohnung im Grünen mit Sonnenbalkon++Neubau-Erstbezug nahe Friedrichstrasse++,"Claire-Waldoff-Strasse 12,","10117 Berlin, Mitte (Mitte)",2200,2495,3,116,Etagenwohnung,2 von 3,2020,Erstbezug,Zentralheizung,Nach Vereinbarung,1 Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115472785,Einzigartiges Wohnen in der City! 3-Zimmer-Townhouse mit Dachterrasse,"Voßstraße 34,","10117 Berlin, Mitte (Mitte)","2669,90","3248,45",3,"121,9",Etagenwohnung,3 von 2,2015,Neuwertig,Fußbodenheizung,Ja,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115507426,** Frisch sanierte 2 Zimmerwohnung! ** zentrale Lage! ** Mit Balkon!**,"Richardstraße 56a,","12055 Berlin, Neukölln (Neukölln)","735,24","974,24",2,"66,84",Etagenwohnung,4 von 5,1983,Erstbezug nach Sanierung,Fernwärme,Nach Vereinbarung,1 Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115419919,Fantastische Designer-Wohnung nahe zum Gendarmenmarkt: Raum - Luft - Licht -Leichtigkeit,"Alte Jakobstr. 101,","10179 Berlin, Mitte (Mitte)",4000,4450,4,"152,7",Etagenwohnung,3 von 7,2013,Erstbezug,Fußbodenheizung,Nein,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114902019,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,"Invalidenstrasse 1,","10115 Berlin, Mitte (Mitte)","4416,40","4747,60",3,"110,41",Penthouse,6 von 5,2018,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114902028,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,"Invalidenstrasse 1,","10115 Berlin, Mitte (Mitte)","4416,40","4747,60",3,"110,41",Penthouse,6 von 5,2018,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115136581,Zum Erstbezug! 2 Zi.- Whg. mit Balkon + EBK,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1157,11","1356,04",2,"66,31",Etagenwohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115136737,"Traumhaft wohnen zum Erstbezug, mit Balkon und EBK","Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1133,65","1327,99",2,"64,78",Etagenwohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115205233,"#Weitblick – kompakt mit Charme, gegenüber den Potsdamer Platz Arkaden!","Voxstraße 1,","10785 Berlin, Tiergarten (Tiergarten)",877,1088,1,"46,87",Etagenwohnung,7 von 11,1990,Vollständig renoviert,Fernwärme,,1 Parkhaus-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115205290,#Lichtverwöhnte Avantgardewohnung direkt am Potsdamer Platz - mit Balkon + Wintergarten!,"Brüder-Grimm-Gasse 4,","10785 Berlin, Tiergarten (Tiergarten)",1990,2555,3,"125,49",Etagenwohnung,5 von 11,1998,Vollständig renoviert,Fernwärme,,1 Parkhaus-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115221827,#Potsdamer Platz von oben – repräsentative Single-Wohnung mit Einbauküche und Wintergarten!,"Brüder-Grimm-Gasse 4,","10785 Berlin, Tiergarten (Tiergarten)",925,1163,1,"52,85",Etagenwohnung,8 von 11,1990,Vollständig renoviert,Fernwärme,,1 Parkhaus-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115226319,"5-Raum Neubauwohnung mit Fußbodenheizung, Berlin-Mitte, Spreelage, unbefristet","Rungestraße 21,","10179 Berlin, Mitte (Mitte)",2620,2990,5,130,Etagenwohnung,3 von 6,2017,Neuwertig,,,1 Parkhaus-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115230990,Pappelallee! Gethsemanekirche! - wunderschöne 2 Zimmerwohnung - EBK - ca. 93 m² - 1.239 € warm,"Gethsemanestr. 6,","10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",1039,1239,2,"93,22",Dachgeschoss,,1920,Modernisiert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115233271,hochwertige Wohnung im beliebten Stadteil Prenzlauer Berg,"Finnländische Str. 7,","10439 Berlin, Mitte (Mitte)",2200,2575,5,150,Etagenwohnung,3 von 5,2019,Neuwertig,,Nein,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115277735,Die gefällt mir: günstig geschnittene 2-Zimmer-Wohnung,"Mariendorfer Weg 51,","12051 Berlin, Neukölln (Neukölln)",925,1095,2,66,Etagenwohnung,5,2020,Erstbezug,Zentralheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115302051,*1-Zimmerwohnung*Friedrichshain*möbliert*,"Simplonstr. 23,","10245 Berlin, Friedrichshain (Friedrichshain)","841,80","948,80",1,"36,6",Etagenwohnung,,1905,Gepflegt,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114823985,Luxus DG Wohnung direkt an der Spree mit Gemeinschaftsdachterasse,"Stralauer Allee 14a,","10245 Berlin, Friedrichshain (Friedrichshain)",1530,1650,2,59,Dachgeschoss,7 von 7,2019,Neuwertig,Fernwärme,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114854877,Architektonisches Highlight nahe Friedrichstraße und Gendarmenmarkt,"Charlottenstraße 19,","10117 Berlin, Mitte (Mitte)",1550,1800,3,"80,95",Etagenwohnung,2 von 7,2013,Gepflegt,Fußbodenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114894265,Beautiful fully furnished Studio in Wedding,"koloniestrasse 121,","13359 berlin, Wedding (Wedding)",700,900,1,42,Etagenwohnung,2,,Erstbezug nach Sanierung,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114899806,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,"Invalidenstrasse 1,","10115 Berlin, Mitte (Mitte)","4416,40","4747,60",3,"110,41",,6 von 5,2018,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114901984,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,"Invalidenstrasse 1,","10115 Berlin, Mitte (Mitte)","5540,64","5936,40",3,"131,92",,6 von 5,2018,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114902010,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,"Invalidenstrasse 1,","10115 Berlin, Mitte (Mitte)","5540,64","5936,40",3,"131,92",Dachgeschoss,6 von 5,2018,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114775941,"Erstbezug: exklusive, geräumige 1-Zimmer-Dachgeschosswohnung mit EBK in Friedrichshain, Berlin","Stralauer Allee 13,","10245 Berlin, Friedrichshain (Friedrichshain)",900,1150,1,"38,35",Etagenwohnung,7 von 7,2019,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114583072,3 rooms on 82m² - two bedrooms with water view and large terrace! First-time occupation,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1543,56","1788,57",3,"81,67",Etagenwohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114583093,Dream apartment with sun terrace to the courtyard! Fitted kitchen and first-time occupation,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2149,92","2508,24",3,"119,44",Erdgeschosswohnung,0 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114583282,Both balconies to the water and with fitted kitchen. More is not possible!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2487,88","2851,96",5,"121,36",Etagenwohnung,4 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114583486,Perfectly divided 3-room apartment in Mitte for first-time occupation!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1528,55","1774,43",3,"81,96",Etagenwohnung,1 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114655102,"Erstbezug nach Vollsanierung: ansprechende 4-Zimmer-Wohnung mit Balkon in Kreuzberg, Berlin","Skalitzer Str. 100,","10997 Berlin, Kreuzberg (Kreuzberg)",1900,2125,4,130,Etagenwohnung,1 von 4,1902,Erstbezug nach Sanierung,Etagenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114699685,"Ein Traum auf 96 qm! Mit Balkon, EBK und Erstbezug!","Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1750,81",2041,3,"96,73",Erdgeschosswohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114772278,Neubau - schickes Appartement für Studenten und junge Arbeitnehmer,"Gerichtstraße 65-68,","13347 Berlin, Wedding (Wedding)",500,570,1,"18,35",Etagenwohnung,4,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114774440,Wohnglück auf fast 100qm zum Erstbezug! EBK + Terrasse,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1666,68","1960,80",3,"98,04",Erdgeschosswohnung,0 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114436484,#Wohlfühlen im Herzen der Stadt – große und helle Wohnung direkt am Potsdamer Platz!,"Brüder-Grimm-Gasse 2,","10785 Berlin, Tiergarten (Tiergarten)",1698,2175,3,"101,02",Etagenwohnung,4 von 11,1990,,Fernwärme,,1 Parkhaus-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114437800,Luisenpark - 4 Zimmer mit großer Terrasse im Erstbezug,"Stallschreiberstraße 31,","10179 Berlin, Mitte (Mitte)",1999,2499,4,"125,2",Erdgeschosswohnung,,2019,Erstbezug,Fußbodenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114452495,"Ein vollausgestattetes 3 Zimmer Familiennest, Erstbezug !","Lützowstr 81,","10785 Berlin, Tiergarten (Tiergarten)",1700,1900,3,84,Etagenwohnung,4 von 5,1885,Erstbezug nach Sanierung,Gas-Heizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114508954,Waterside Living Berlin - Unvergleichbare 4 Zimmerwohnung an der Spree,"Stralauer Allee 13-14,","10245 Berlin, Friedrichshain (Friedrichshain)","2824,03",3205,4,131,Etagenwohnung,2,2019,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114508964,Atemberaubende Luxuswohnung mit Spreeblick,,"10245 Berlin, Friedrichshain (Friedrichshain)",2980,3350,4,142,Etagenwohnung,4,2019,Erstbezug,,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114508973,Einzigartige Familienwohnung mit 4 Zimmern | Rooftop Terrasse | Balkon | 2 Bäder | Spreeblick !!!,,"10245 Berlin, Friedrichshain (Friedrichshain)",2200,2480,4,109,Etagenwohnung,4,2019,Erstbezug,,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114508984,Waterside Living Berlin - Exklusive 3 Zimmerwohnung mit Spreeblick,,"10245 Berlin, Friedrichshain (Friedrichshain)",2200,2480,3,107,Etagenwohnung,3,2019,,,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114508993,"Repräsentaive 3 Zimmer-Wohnung mit Ankleide, Einbauküche, Spreeblick-Terrasse und 2 Bädern",,"10245 Berlin, Friedrichshain (Friedrichshain)","2442,88",2765,3,111,Etagenwohnung,4,2019,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114528602,Luisenpark. Beautiful apartment. Central location.,"Stallschreiberstraße 30,","10179 Berlin, Kreuzberg (Kreuzberg)",1530,1822,3,"76,9",Etagenwohnung,4 von 6,2019,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114583042,The perfect view!! Pure quality of life for first-time occupation.,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1854,81","2130,96",4,"92,05",Etagenwohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114271550,NEW / Living in the heart of Berlin - CHARLIE LIVING,"Zimmerstraße 92,","10969 Berlin-Mitte, Mitte (Mitte)","1271,26","1420,60",2,"54,05",Etagenwohnung,4 von 7,2019,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113451666,Erstbezug mit luftigem Blick auf Spree und Siegessäule,"Bachstraße 1,","10555 Berlin, Tiergarten (Tiergarten)",1180,1357,2,59,Etagenwohnung,6 von 15,,Erstbezug,,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113453929,Idyllische Ruhe am Wasser,"Bachstraße 1,","10555 Berlin, Tiergarten (Tiergarten)",1625,1820,2,65,Etagenwohnung,4 von 15,,Erstbezug,Fußbodenheizung,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113473088,Exklusive Wohnung am Checkpoint Charlie!,,"10669 Berlin, Kreuzberg (Kreuzberg)",5700,6450,2,186,Dachgeschoss,5 von 5,2016,Neuwertig,Fußbodenheizung,,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113505501,DIREKT am Wasser in völliger Ruhe mit EBK und zum Erstbezug!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1601,71","1846,87",3,"81,72",Etagenwohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113653031,"4 Zimmer-Luxus, zwei Bäder, Garten,Wasser - Herz was willst Du mehr? EBK und Erstbezug gibt es dazu!","Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1813,37","2107,43",3,"98,02",Erdgeschosswohnung,0 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113653621,"Der perfekte Blick, der perfekte Grundriss. Lebensqualität pur zum Erstbezug mit EBK!","Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1854,81","2130,96",4,"92,05",Etagenwohnung,2 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113669235,Spree pur,"Bachstraße 1,","10555 Berlin, Tiergarten (Tiergarten)",1250,1400,2,50,Etagenwohnung,4 von 15,,Erstbezug,Fußbodenheizung,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113897977,Einzigartiger Lifestyle im Erstebezug: Möblierte Cityresidenz in Berlin-Mitte,,"10117 Berlin, Mitte (Mitte)",2720,3230,2,68,Erdgeschosswohnung,,2019,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113929353,NEW APARTMENT IN THE HEART OF BERLIN.,"Genthiner Str. 44,","10785 Berlin, Tiergarten (Tiergarten)",1700,2100,3,93,Etagenwohnung,2 von 5,2019,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113932590,Maisonettewohnung mit doppeltem Blick aufs Wasser! Mehr geht nicht! EBK und Erstbezug!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2131,92","2436,48",3,"101,52",Maisonette,4 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113934099,Exklusive 3 Zimmerwohnung mit EBK und zwei Balkone!,"Otto-Weidt-Platz 14,","10557 Berlin, Mitte (Mitte)",1534,1839,3,"77,66",Etagenwohnung,3 von 7,2020,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113365535,Beide Balkone zum Wasser und das mit EBK und zum Erstbezug in Mitte. Mehr geht nicht!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2487,88","2851,96",5,"121,36",Etagenwohnung,4 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113365829,Maisonette-Traum mit zwei Balkonen zum Wasser! Jetzt oder nie!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2135,49","2440,56",3,"101,69",Maisonette,3 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113410514,"1.125€, 50 m², 2 Zimmer","Genthiner Straße 44,","10785 Berlin, Tiergarten (Tiergarten)",1125,1285,2,50,Etagenwohnung,2 von 5,2019,Erstbezug,Fußbodenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113300404,1. Reihe am Wasser - mehr geht nicht! Ideal für Wohnen und Arbeiten gleichzeitig!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1841,94","2119,62",4,"92,56",Etagenwohnung,1 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113300617,Perfekt aufgeteilte 3-Zi.-Wohnung in Mitte zum Erstbezug mit toller EBK!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1528,55","1774,43",3,"81,96",Etagenwohnung,1 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113300190,Terrasse zum Wasser und zur Piazza - die perfekte Kombination! Mit EBK und zum Erstbezug!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1576,88","1833,98",3,"85,7",Erdgeschosswohnung,0 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112450614,Sonniger und ruhiger Innenhof inklusive. Viel Platz mit EBK und Erstbezug.,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1872,39","2198,97",3,"108,86",Erdgeschosswohnung,0 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112730517,Alles was das Herz begehrt. Balkon und Loggia gibts dazu!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1529,44","1774,15",3,"81,57",Etagenwohnung,4 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112896914,Traumwohnung mit Sonnenterrasse zum Innenhof! EBK und Erstbezug!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2149,92","2508,24",3,"119,44",Erdgeschosswohnung,0 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112932276,Möbliertes Einzelappartement mit Küche,"Gerichtstraße 66,","13347 Berlin, Wedding (Wedding)",590,685,1,"24,45",,3,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113060317,NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,"Zimmerstraße 98,","10969 Berlin-Mitte, Mitte (Mitte)","1749,98","1981,73",3,"80,98",Etagenwohnung,3 von 7,2018,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113072281,NEW / Living in the heart of Berlin - CHARLIE LIVING,"Zimmerstraße 96,","10969 Berlin-Mitte, Mitte (Mitte)",1850,2105,3,"90,02",Etagenwohnung,7 von 7,2018,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113193574,"""Kein Dach über dem Kopf"" - wir helfen Ihnen sehr gern !",,"12055 Berlin, Neukölln (Neukölln)","317,55","447,55",1,"41,06",Sonstige,0 von 0,,Gepflegt,Fernwärme,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113236336,Lichtdurchflutete Dreiraumwohnung mit zwei großen Bädern und viel Platz an der Sonne!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1677,36","1959,27",3,"93,97",Etagenwohnung,1 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113299781,1. Reihe am Wasser - mehr geht nicht! Ideal für Wohnen und Arbeiten gleichzeitig!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2259,45","2622,90",3,"121,15",Erdgeschosswohnung,0 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/111823539,Luxuriöses 3-Zimmer Penthouse in bester Lage,"Heinrich Heine Strasse 38c,","10179 Berlin, Mitte (Mitte)",1790,2040,3,92,Penthouse,7 von 7,2018,Neuwertig,Fußbodenheizung,Nein,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/111955856,Direkt am Alex - Wohnung mit EBK & toller Terrasse,"Wadzeckstraße 4,","10178 Berlin, Mitte (Mitte)",826,130,1,"39,55",,11,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112157193,Sanierte 2-Zimmer-Wohnung mit EBK und Balkon (WG geeignet),"Guinearstr. 1,","13351 Berlin, Wedding (Wedding)",880,1000,2,70,Etagenwohnung,3 von 4,,Saniert,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112184378,Viel Platz auf 110m² und drei Zimmer direkt am HBF mit Erstbezug und EBK.,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1873,01","2198,75",3,"108,58",Erdgeschosswohnung,0 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112213800,NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,"Zimmerstraße 95,","10969 Berlin-Mitte, Mitte (Mitte)","1937,31","2198,58",3,"101,43",Etagenwohnung,4 von 7,2019,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112243409,Penthouse mit Aufdachterasse am Park / Beautiful penthouse with roof-top terrace at the park,,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",2598,2723,3,118,Dachgeschoss,5 von 5,,Erstbezug,Gas-Heizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112356284,"Ganz oben mit Fernsicht! 4 Zimmer auf 104,13 m² mit EBK und Erstbezug.","Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1952,44","2264,83",4,"104,13",Penthouse,5 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112428115,#Lichtverwöhnte Avantgardewohnung direkt am Potsdamer Platz - mit Balkon + Wintergarten!,"Brüder-Grimm-Gasse 4,","10785 Berlin, Tiergarten (Tiergarten)",1990,2555,3,"125,46",Etagenwohnung,7 von 11,1998,Vollständig renoviert,Fernwärme,,1 Parkhaus-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/111534405,NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,"Zimmerstraße 94,","10969 Berlin-Mitte, Mitte (Mitte)","3248,87","3605,84",4,"141,26",Etagenwohnung,2 von 7,2018,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/108094647,1 Bedroom Apartment in Mitte,"köpenickerstrasse 55,","10179 Berlin, Mitte (Mitte)",950,1065,2,27,,,,Modernisiert,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/108200880,Stilvolle möblierte Wohnung mit schönem Schnitt,"Neue Grünstrasse 41,","10179 Berlin, Mitte (Mitte)",1960,2260,3,"99,47",Etagenwohnung,5 von 7,2014,Neuwertig,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/109574902,Erstbezug nach Komplett-Renovierung: Sprengelkiez // helle 2-Zimmer Wohnung im Gründerzeithaus // ne,"Genter Straße 12,","13353 Berlin, Wedding (Wedding)",855,979,2,60,Sonstige,1 von 4,,Erstbezug nach Sanierung,,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/110759860,Erstbezug! - Nur noch wenige Wohnungen im „Lützow Carré“ verfügbar! - 3-Zi.-Whg.,"Lützowufer 18,","10785 Berlin, Tiergarten (Tiergarten)",2077,"2439,60",3,"103,6",Etagenwohnung,5 von 7,2018,Erstbezug,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
